714   J1517-4356    ebvb01     328.85 11.46  0.650836871901           6  ebvb01     2.155E-16            6  ebvb01     87.78         12  ebvb01     4.44   4.44     tc93       4.79e+07 *       *          *                               
715   J1517-4636    kjv+10     327.40 9.22   0.88661249686            5  bbb+12     2.098E-15            2  bbb+12     127.0          1  bbb+12     10.98  +10.98   tc93       6.7e+06  *       *          *                               

716   B1516+02A     wakp89     3.87   46.80  0.005553592524205        2  awkp97     4.122E-20            6  awkp97     30.08          5  awkp97     8.00   +2.42    tc93       2.13e+09 *       *          *                               
717   B1516+02B     wakp89     3.86   46.81  0.007946940657879       21  awkp97     -3.33E-21           26  awkp97     29.47         11  awkp97     8.00   +2.42    tc93       *        BT      awkp97     *                               
718   J1518+0204C   hrs+07     3.86   46.79  0.002484                 1  hrs+07     *                    0  *          29.3           1  hrs+07     8.00   +2.42    tc93       *        BT      hrs+07     *                               
719   J1518+0204D   hrs+07     3.86   46.79  0.002988                 1  hrs+07     *                    0  *          29.3           1  hrs+07     8.00   +2.42    tc93       *        BT      hrs+07     *                               
720   J1518+0204E   hrs+07     3.86   46.79  0.003182                 1  hrs+07     *                    0  *          29.3           1  hrs+07     8.00   +2.42    tc93       *        BT      hrs+07     *                               

721   J1518-0627    lbr+13     355.15 41.00  0.7949966745699         78  lbr+13     4.179E-16           56  lbr+13     27.9631       98  lbr+13     2.69   +2.69    tc93       3.01e+07 *       *          *                               
722   J1518+4904    nst96      80.81  54.28  0.0409349889083329       6  jsk+08     2.7190E-20           3  jsk+08     11.61139       8  jsk+08     0.70   0.70     tc93       2.39e+10 DD      jsk+08     *                               
723   J1518-5415    kel+09     323.38 2.68   0.214924800284           6  kel+09     0.0406E-15          14  kel+09     167.2          2  kel+09     4.26   4.26     tc93       8.39e+07 *       *          *                               
724   J1519-5734    lfl+06     321.80 -0.24  0.51875778474            3  lfl+06     4.273E-15            5  lfl+06     664            3  lfl+06     13.12  13.12    tc93       1.92e+06 *       *          *                               
725   J1519-6106    lfl+06     319.88 -3.22  2.15430706064           14  lfl+06     8.372E-15           19  lfl+06     221            3  lfl+06     7.23   7.23     tc93       4.08e+06 *       *          *                               

726   J1519-6308    hfs+04     318.74 -4.90  1.25405163056           10  hfs+04     5.96E-15             5  hfs+04     250            3  hfs+04     17.81  17.81    tc93       3.33e+06 *       *          *                               
727   J1522-5525    kbm+03     323.23 1.40   1.3896046876            16  kbm+03     3.30E-15             8  kbm+03     79             3  kbm+03     1.89   1.89     tc93       6.67e+06 *       *          *                               
728   J1522-5735    pga+13     322.05 -0.42  0.10213598087            4  pga+13     3.1239E-14           3  pga+13     *              0  *          *      *        *          5.18e+04 *       *          NRAD                            
729   B1518-58      jlm+92     321.63 -1.22  0.395352859901           3  jml+95     2.0035E-15           2  jml+95     199.9          2  jml+95     4.47   4.47     tc93       3.13e+06 *       *          *                               
730   J1524-5625    kbm+03     323.00 0.35   0.078218548881           5  kbm+03     3.895005E-14        19  kbm+03     152.7         10  kbm+03     3.84   3.84     tc93       3.18e+04 *       *          *                               

731   J1524-5706    kbm+03     322.57 -0.19  1.11604861927            8  kbm+03     3.5647E-13           5  kbm+03     833            3  kbm+03     21.59  21.59    tc93       4.96e+04 *       *          *                               
732   J1524-5819    kel+09     321.91 -1.20  0.96104262694           10  kel+09     126.016E-15         10  kel+09     406.6          5  kel+09     10.87  10.87    tc93       1.21e+05 *       *          *                               
733   J1525-5417    kbm+03     324.26 2.08   1.01169421772            7  kbm+03     1.6174E-14          14  kbm+03     235            3  kbm+03     6.01   6.01     tc93       9.91e+05 *       *          *                               
734   J1525-5545    nbb+14     323.44 0.85   0.011359881791767       19  nbb+14     1.314E-19            6  nbb+14     126.934        7  nbb+14     3.53   3.53     tc93       1.37e+09 ELL1    nbb+14     *                               
735   J1525-5605    kbm+03     323.29 0.56   0.28034866206            4  kbm+03     1.16E-16             7  kbm+03     338            3  kbm+03     6.77   6.77     tc93       3.83e+07 *       *          *                               

736   J1526-5633    kbm+03     323.14 0.09   0.30188789663            5  kbm+03     1.23E-16            17  kbm+03     329            4  kbm+03     6.44   6.44     tc93       3.89e+07 *       *          *                               
737   B1524-39      mlt+78     333.05 14.02  2.4175822701             9  nmc81      1.907E-14            4  nmc81      49             3  nmc81      2.01   2.01     tc93       2.01e+06 *       *          *                               
738   B1523-55      mlt+78     323.64 0.59   1.0487048866             6  nmc81      1.128E-14            3  nmc81      362.7          8  hfs+04     7.15   7.15     tc93       1.47e+06 *       *          *                               
739   J1528-3146    jbo+07     337.94 20.22  0.06082223035146         1  jbo+07     24.9E-20             1  jbo+07     18.163         6  jbo+07     0.99   0.99     tc93       3.87e+09 DD      jbo+07     *                               
740   J1528-4109    ebvb01     332.11 12.67  0.526556139140           4  ebvb01     3.955E-16            4  ebvb01     89.50         10  ebvb01     5.96   5.96     tc93       2.11e+07 *       *          *                               

741   J1529-3828    nbb+14     333.89 14.73  0.00848628211574         6  nbb+14     2.70E-20            13  nbb+14     73.62          2  nbb+14     4.85   4.85     tc93       4.98e+09 DD      nbb+14     *                               
742   J1529-5355    kbm+03     325.01 2.01   0.8912645399             4  kbm+03     8.1E-16              4  kbm+03     292            9  kbm+03     7.75   7.75     tc93       1.74e+07 *       *          *                               
743   J1529-5611    kbm+03     323.68 0.17   0.8222487311             5  kbm+03     4.1E-15              3  kbm+03     149           10  kbm+03     3.77   3.77     tc93       3.18e+06 *       *          *                               
744   J1530-5327    mlc+01     325.33 2.35   0.278956721152          15  mlc+01     4.683E-15            4  mlc+01     49.6          10  mlc+01     1.46   1.46     tc93       9.44e+05 *       *          *                               
745   J1530-63      bbb+12     319.51 -6.11  0.9103                   0  bbb+12     *                    0  *          200            0  bbb+12     13.60  13.60    tc93       *        *       *          *                               

746   J1531-4012    ebvb01     333.15 13.11  0.356849312855           6  ebvb01     9.63E-17             6  ebvb01     106.65        12  ebvb01     7.75   +7.75    tc93       5.87e+07 *       *          *                               
747   J1531-5610    kbm+03     323.90 0.03   0.0842016828855          8  kbm+03     1.37406E-14          3  kbm+03     110.9          4  kbm+03     3.10   3.10     tc93       9.71e+04 *       *          *                               
748   B1530+27      dth78      43.48  54.50  1.124835742767           7  hlk+04     7.7956E-16           6  hlk+04     14.698        18  hlk+04     0.98   0.98     tc93       2.29e+07 *       *          *                               
749   J1532-5308    kbm+03     325.78 2.43   0.44382460830            4  kbm+03     6.5E-17              6  kbm+03     181            3  kbm+03     4.45   4.45     tc93       1.08e+08 *       *          *                               
750   J1534-4428    bbb+12     331.16 9.26   1.2214259588             3  bbb+12     0.18E-15             2  bbb+12     137.3          2  bbb+12     10.94  +10.94   tc93       1.08e+08 *       *          *                               
